DoctorID,Name,Specialization,Diseases,Experience,Location,Rating
Doc491,Deepa Ramanathan,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",13,Kanpur,2.4
Doc492,Mekhala Brahmbhatt,Urologist,Urinary tract infection,18,Surat,4.9
Doc493,Eshana Dhar,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",20,Agra,1.1
Doc494,Nisha Iyengar,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",17,Hyderabad,3.7
Doc495,Vasudha Contractor,Rheumatologist,Arthritis,33,Ludhiana,4.5
Doc496,Zaid Saxena,Proctologist,Dimorphic hemorrhoids (piles),34,Chennai,4
Doc497,Ishanvi Salvi,Cardiologist,"Hypertension, Heart attack",15,Ahmedabad,4.5
Doc498,Ayush Parmar,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",26,Jaipur,1.4
Doc499,Avni Kala,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",7,Indore,3.4
Doc500,Barkha Behl,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",4,Jaipur,2
Doc501,Chaitaly Srinivasan,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",34,Kanpur,1.7
Doc502,Hema Dayal,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",26,Mumbai,2.4
Doc503,George Sarkar,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",3,Mumbai,4.9
Doc504,Nicholas Grewal,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",31,Ahmedabad,4.4
Doc505,Finn Shere,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",16,Bhopal,4.6
Doc506,Advay Agarwal,Neurologist,"Migraine, Paralysis (brain hemorrhage)",36,Lucknow,3.5
Doc507,Logan Sundaram,Vascular Surgeon,Varicose veins,24,Lucknow,1.6
Doc508,Peter Nagarajan,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",25,Ahmedabad,3.3
Doc509,Logan Mukherjee,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",21,Ahmedabad,2.2
Doc510,Panini Kumar,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",38,Surat,3.4
Doc511,Abdul Verma,Vascular Surgeon,Varicose veins,13,Indore,2.4
Doc512,Nikita Tiwari,Cardiologist,"Hypertension, Heart attack",15,Surat,2.3
Doc513,Mason Mahajan,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",14,Ludhiana,1.6
Doc514,Advik Rajagopal,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",29,Chennai,1.5
Doc515,Watika Raman,Allergist/Immunologist,"Allergy, Drug Reaction",39,Chennai,4.8
Doc516,Janya Krishnamurthy,Neurologist,"Migraine, Paralysis (brain hemorrhage)",31,Delhi,1.3
Doc517,Vihaan Guha,Cardiologist,"Hypertension, Heart attack",29,Bhopal,2.1
Doc518,Azaan Padmanabhan,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",27,Lucknow,4.1
Doc519,Sudiksha Sarma,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",17,Mumbai,3.9
Doc520,Dev Sekhon,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",32,Pune,1.3
Doc521,Bhavna Choudhary,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",23,Surat,3.4
Doc522,Banjeet Gour,Urologist,Urinary tract infection,21,Surat,4.7
Doc523,Aarush Ben,Cardiologist,"Hypertension, Heart attack",14,Nagpur,4.6
Doc524,Saanvi Zacharia,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",6,Kolkata,1.8
Doc525,Krishna Saraf,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",7,Nagpur,2.4
Doc526,Zinal Divan,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",2,Delhi,1.6
Doc527,Eiravati Bansal,Proctologist,Dimorphic hemorrhoids (piles),3,Delhi,4.9
Doc528,Simon Suri,Proctologist,Dimorphic hemorrhoids (piles),8,Agra,3.5
Doc529,Yashasvi Madan,Vascular Surgeon,Varicose veins,8,Lucknow,2.8
Doc530,Kabir Zacharia,Vascular Surgeon,Varicose veins,6,Kanpur,2.8
Doc531,Ekapad Vaidya,Neurologist,"Migraine, Paralysis (brain hemorrhage)",38,Ludhiana,3.6
Doc532,Sachi Mandal,Vascular Surgeon,Varicose veins,10,Pune,1.2
Doc533,Darsh Pillai,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",22,Bhopal,1.9
Doc534,Qabil Balasubramanian,Cardiologist,"Hypertension, Heart attack",29,Ahmedabad,2.5
Doc535,Abhimanyu Jhaveri,Cardiologist,"Hypertension, Heart attack",6,Hyderabad,2
Doc536,Ranbir Patla,Urologist,Urinary tract infection,28,Mumbai,2.9
Doc537,Faras Manda,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",12,Surat,4.2
Doc538,Pooja Kari,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",34,Hyderabad,3.9
Doc539,Theodore Vaidya,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",33,Kolkata,2.8
Doc540,Priya Wali,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",23,Pune,2.9
Doc541,Geetika Bahl,Proctologist,Dimorphic hemorrhoids (piles),11,Kolkata,4.1
Doc542,Sanya Murthy,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",30,Lucknow,2.6
Doc543,Vrishti Deol,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",2,Lucknow,1.8
Doc544,Nirja Rajagopal,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",33,Chennai,2.6
Doc545,Ekavir Bali,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",36,Kanpur,3.9
Doc546,Harrison Mahajan,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",19,Surat,2.2
Doc547,Deepa Pant,Cardiologist,"Hypertension, Heart attack",1,Delhi,4.4
Doc548,William Lanka,Rheumatologist,Arthritis,7,Ludhiana,4
Doc549,Udant Magar,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",22,Ahmedabad,1.6
Doc550,Chatresh Nadkarni,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",4,Nagpur,1.8
Doc551,Mohini Char,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",32,Ludhiana,2
Doc552,Nihal Prakash,Cardiologist,"Hypertension, Heart attack",7,Pune,4.6
Doc553,Pranit Sarin,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",29,Ludhiana,2.7
Doc554,Guneet Mitter,Rheumatologist,Arthritis,27,Kanpur,3.5
Doc555,Netra Khurana,Urologist,Urinary tract infection,21,Chennai,2.2
Doc556,Daniel Raju,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",14,Delhi,2.3
Doc557,Anvi Lad,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",10,Kolkata,1.4
Doc558,Oscar Srinivas,Allergist/Immunologist,"Allergy, Drug Reaction",4,Delhi,1.4
Doc559,Yoshita Dube,Allergist/Immunologist,"Allergy, Drug Reaction",5,Pune,2
Doc560,Frado Muni,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",26,Bangalore,1.1
Doc561,Siddharth Raja,Allergist/Immunologist,"Allergy, Drug Reaction",25,Jaipur,1.4
Doc562,Ekanta Rana,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",15,Kolkata,4.5
Doc563,Madhavi Minhas,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",19,Delhi,1.4
Doc564,Timothy Goswami,Cardiologist,"Hypertension, Heart attack",40,Patna,2.9
Doc565,Kritika Ganguly,Cardiologist,"Hypertension, Heart attack",34,Bhopal,3.3
Doc566,Januja Narula,Neurologist,"Migraine, Paralysis (brain hemorrhage)",8,Kolkata,4.3
Doc567,Aadhya Lala,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",19,Lucknow,3.5
Doc568,Girindra Parekh,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",10,Indore,3.6
Doc569,Tamanna Chacko,Urologist,Urinary tract infection,8,Indore,1.8
Doc570,Vedhika Mohanty,Rheumatologist,Arthritis,14,Nagpur,2.1
Doc571,Idika Kurian,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",3,Bhopal,1.9
Doc572,Anamika Prabhu,Proctologist,Dimorphic hemorrhoids (piles),38,Chennai,2.3
Doc573,Gayathri Ramesh,Vascular Surgeon,Varicose veins,13,Hyderabad,2
Doc574,Vivaan Deshpande,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",5,Hyderabad,1.5
Doc575,Harita Kaul,Allergist/Immunologist,"Allergy, Drug Reaction",1,Surat,1.9
Doc576,Daksha Kapur,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",36,Mumbai,3
Doc577,Neelima Natarajan,Rheumatologist,Arthritis,27,Pune,1.5
Doc578,Siddharth Majumdar,Cardiologist,"Hypertension, Heart attack",1,Indore,3.8
Doc579,Falan Dubey,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",18,Kolkata,1.8
Doc580,Pranit Joshi,Neurologist,"Migraine, Paralysis (brain hemorrhage)",2,Ludhiana,2.7
Doc581,Hemang Mohan,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",31,Bhopal,2.7
Doc582,Rohan Virk,Urologist,Urinary tract infection,40,Patna,1.5
Doc583,Anmol Saini,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",15,Jaipur,1.9
Doc584,Warjas Cheema,Proctologist,Dimorphic hemorrhoids (piles),14,Bhopal,1.9
Doc585,Abdul Bahl,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",38,Kanpur,1.5
Doc586,Atharv Dora,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",5,Kanpur,3.4
Doc587,Meera Oak,Neurologist,"Migraine, Paralysis (brain hemorrhage)",2,Hyderabad,4.4
Doc588,Lopa Vala,Neurologist,"Migraine, Paralysis (brain hemorrhage)",25,Indore,3.4
Doc589,Yahvi Bhardwaj,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",29,Delhi,2.6
Doc590,Lekha Sodhi,Rheumatologist,Arthritis,10,Kanpur,2.9
Doc591,Oni Sahni,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",18,Pune,1.8
Doc592,Aarnav Nagi,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",6,Kanpur,3.4
Doc593,Hemangini Shere,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",14,Chennai,3.3
Doc594,Tara Khosla,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",14,Nagpur,5
Doc595,Idika Pall,Urologist,Urinary tract infection,36,Bangalore,1.8
Doc596,Ubika Luthra,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",10,Hyderabad,3.2
Doc597,Bahadurjit Brar,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",26,Ahmedabad,2.1
Doc598,Viraj Dora,Vascular Surgeon,Varicose veins,13,Nagpur,2.6
Doc599,Ladli Chad,Vascular Surgeon,Varicose veins,13,Bangalore,4.4
Doc600,Nicholas Shroff,Urologist,Urinary tract infection,24,Nagpur,2.7
